,Publisher,count,Source_new
559,Acta Materialia Inc,133,Acta Materialia Inc
560,Acta Mathematica,5,others
561,Acta Mathematica Academiae Paedagogicae Nyiregyhaziensis,3,others
562,Acta Mathematica Hungarica,44,Acta Mathematica Hungarica
563,Acta Mathematica Scientia,7,others
564,Acta Mathematica Sinica,1,others
565,"Acta Mathematica Sinica, English Series",21,"Acta Mathematica Sinica, English Series"
566,Acta Mathematica Universitatis Comenianae,1,others
567,Acta Mathematica Vietnamica,1,others
568,Acta Mathematicae Applicatae Sinica,2,others
569,Acta Mechanica,61,Acta Mechanica
570,Acta Mechanica Sinica/Lixue Xuebao,1,others
571,Acta Mechanica Solida Sinica,1,others
572,Acta Medica Austriaca,4,others
573,Acta Medica Auxologica,147,Acta Medica Auxologica
574,Acta Medica Bulgarica,2,others
575,Acta Medica Costarricense,1,others
576,Acta Medica Mediterranea,402,Acta Medica Mediterranea
577,Acta Medica Patavina,11,Acta Medica Patavina
578,Acta Medica Portuguesa,4,others
579,Acta Medica Romana,405,Acta Medica Romana
580,Acta Medica Scandinavica,78,Acta Medica Scandinavica
581,Acta Medica Veterinaria,52,Acta Medica Veterinaria
582,Acta Medicotechnica,1,others
583,Acta Metallurgica,9,others
584,Acta Metallurgica Et Materialia,6,others
585,Acta Metallurgica Sinica (English Letters),2,others
586,"Acta Metallurgica Sinica Series A, Physical Metallurgy & Materials Science",1,others
587,Acta Microbiologica Polonica,1,others
588,Acta Morphologica,1,others
589,Acta Morphologica Academiae Scientiarum Hungaricae,4,others
590,Acta Musicologica,4,others
591,Acta Myologica,32,Acta Myologica
592,Acta Naturae,1,others
593,Acta Naturalia de l'Ateneo Parmense,83,Acta Naturalia de l'Ateneo Parmense
594,Acta Neurobiologiae Experimentalis,3,others
595,Acta Neurochirurgica,154,Acta Neurochirurgica
596,"Acta Neurochirurgica, Supplement",2,others
597,Acta Neurologica,645,Acta Neurologica
598,Acta Neurologica Belgica,21,Acta Neurologica Belgica
599,Acta Neurologica Scandinavica,470,Acta Neurologica Scandinavica
600,Acta Neuropathologica,74,Acta Neuropathologica
601,Acta Neuropsychiatrica,4,others
602,Acta Neuropsychologica,2,others
603,Acta Numerica,4,others
604,Acta Obstetricia et Gynecologica Scandinavica,159,Acta Obstetricia et Gynecologica Scandinavica
605,Acta Odontologica Scandinavica,16,Acta Odontologica Scandinavica
606,Acta Oecologica,69,Acta Oecologica
607,Acta Oecologica/Oecologia Applicata,1,others
608,Acta Oecologica/Oecologia Generalis,2,others
609,Acta Oecologica/Oecologia Plantarum,1,others
610,Acta Oeconomica,5,others
611,Acta Oncologica,40,Acta Oncologica
612,Acta Ophthalmologica,106,Acta Ophthalmologica
613,Acta Ophthalmologica Scandinavica,43,Acta Ophthalmologica Scandinavica
614,"Acta Ophthalmologica Scandinavica, Supplement",67,"Acta Ophthalmologica Scandinavica, Supplement"
615,Acta Ornithologica,7,others
616,Acta Orthopaedica,12,Acta Orthopaedica
617,Acta Orthopaedica Belgica,54,Acta Orthopaedica Belgica
618,Acta Orthopaedica Iugoslavica,2,others
619,Acta Orthopaedica Scandinavica,6,others
620,Acta Orthopaedica et Traumatologica Turcica,1,others
621,Acta Oto-Laryngologica,186,Acta Oto-Laryngologica
622,"Acta Oto-Laryngologica, Supplement",6,others
623,Acta Oto-Rhino-Laryngologica Belgica,32,Acta Oto-Rhino-Laryngologica Belgica
624,Acta Otorhinolaryngologica Italica,313,Acta Otorhinolaryngologica Italica
625,"Acta Otorhinolaryngologica Italica, Supplement",3,others
626,Acta Otorrinolaringologica Espanola,8,others
627,Acta Paediatrica,2,others
628,Acta Paediatrica Belgica,4,others
629,Acta Paediatrica Latina,84,Acta Paediatrica Latina
630,Acta Paediatrica Scandinavica,43,Acta Paediatrica Scandinavica
631,"Acta Paediatrica Scandinavica, Supplement",6,others
632,"Acta Paediatrica, International Journal of Paediatrics",248,"Acta Paediatrica, International Journal of Paediatrics"
633,"Acta Paediatrica, International Journal of Paediatrics, Supplement",1,others
634,Acta Paedopsychiatrica,2,others
635,Acta Palaeontologica Polonica,27,Acta Palaeontologica Polonica
636,Acta Parasitologica,9,others
637,Acta Pathologica Microbiologica Scandinavica,4,others
638,Acta Pathologica Microbiologica Scandinavica Series A :Pathology,2,others
639,Acta Pathologica et Microbiologica Scandinavica - Section A Pathology,1,others
640,Acta Pharmaceutica,4,others
641,Acta Pharmaceutica Fennica,1,others
642,Acta Pharmaceutica Hungarica,1,others
643,Acta Pharmaceutica Jugoslavica,6,others
644,Acta Pharmaceutica Nordica,5,others
645,Acta Pharmaceutica Suecica,3,others
646,Acta Pharmaceutica Technologica,13,Acta Pharmaceutica Technologica
647,Acta Pharmacologica Sinica,15,Acta Pharmacologica Sinica
648,Acta Pharmacologica et Toxicologica,10,others
649,Acta Pharmacologica et Toxicologica Supplementum,8,others
650,Acta Philosophica,15,Acta Philosophica
651,Acta Phlebologica,16,Acta Phlebologica
652,Acta Phoniatrica Latina,43,Acta Phoniatrica Latina
653,Acta Physica Academiae Scientiarum Hungaricae,15,Acta Physica Academiae Scientiarum Hungaricae
654,Acta Physica Hungarica,14,Acta Physica Hungarica
655,Acta Physica Hungarica New Series Heavy Ion Physics,43,Acta Physica Hungarica New Series Heavy Ion Physics
656,"Acta Physica Hungarica, Series A: Heavy Ion Physics",4,others
657,"Acta Physica Hungarica, Series B: Quantum Electronics",4,others
658,Acta Physica Polonica A,1,others
659,Acta Physica Polonica B,200,Acta Physica Polonica B
660,"Acta Physica Polonica B, Proceedings Supplement",3,others
661,Acta Physica Sinica (overseas Edition),1,others
662,Acta Physica Slovaca,16,Acta Physica Slovaca
663,Acta Physiologiae Plantarum,28,Acta Physiologiae Plantarum
664,Acta Physiologica,34,Acta Physiologica
665,Acta Physiologica Hungarica,12,Acta Physiologica Hungarica
666,Acta Physiologica Polonica,1,others
667,Acta Physiologica Scandinavica,102,Acta Physiologica Scandinavica
668,Acta Physiologica et Pharmacologica Bulgarica,4,others
669,Acta Phytogeographica Suecica,3,others
670,Acta Phytopathologica et Entomologica Hungarica,11,Acta Phytopathologica et Entomologica Hungarica
671,Acta Politica,11,Acta Politica
672,Acta Poloniae Pharmaceutica - Drug Research,3,others
673,Acta Polymerica,14,Acta Polymerica
674,Acta Polytechnica,34,Acta Polytechnica
675,Acta Polytechnica Hungarica,2,others
676,Acta Polytechnica Scandinavica Mathematics and Computing Series,1,others
677,Acta Press,35,Acta Press
678,Acta Protozoologica,21,Acta Protozoologica
679,Acta Psychiatrica Belgica,12,Acta Psychiatrica Belgica
680,Acta Psychiatrica Scandinavica,175,Acta Psychiatrica Scandinavica
681,Acta Psychologica,142,Acta Psychologica
682,Acta Pædiatrica,156,Acta Pædiatrica
683,Acta Radiologica,45,Acta Radiologica
684,Acta Radiologica - Series Diagnosis,1,others
685,"Acta Radiologica - Series Therapy, Physics and Biology",1,others
686,Acta Radiologica Oncology,1,others
687,"Acta Radiologica, Supplement",1,others
688,Acta Radiologica. Oncology Radiation Therapy Physics and Biology,8,others
689,Acta Reumatologica Portuguesa,6,others
690,Acta Rheumatologica Scandinavica,2,others
691,Acta Scientiae Veterinariae,5,others
692,Acta Scientiarum - Agronomy,1,others
693,Acta Scientiarum - Technology,3,others
694,Acta Scientiarum Language and Culture,2,others
695,Acta Scientiarum Mathematicarum,5,others
696,Acta Sociologica,2,others
697,Acta Stomatologica Croatica,1,others
698,Acta Stomatologica Naissi,9,others
699,Acta Technica CSAV (Ceskoslovensk Akademie Ved),5,others
700,Acta Technologiae et Legis Medicamenti,42,Acta Technologiae et Legis Medicamenti
701,Acta Therapeutica,88,Acta Therapeutica
702,Acta Theriologica,8,others
703,Acta Thermographica,12,Acta Thermographica
704,Acta Toxicologica et Therapeutica,124,Acta Toxicologica et Therapeutica
705,Acta Tropica,40,Acta Tropica
706,Acta Tuberculosea et Pneumologica Belgica,3,others
707,Acta Universitatis Carolinae - Geologica,1,others
708,Acta Universitatis Carolinae Medica,6,others
709,"Acta Universitatis Carolinae, Geographica",4,others
710,"Acta Universitatis Carolinae, Geologica",18,"Acta Universitatis Carolinae, Geologica"
711,Acta Universitatis Carolinae. Medica,14,Acta Universitatis Carolinae. Medica
712,Acta Urologica Belgica,18,Acta Urologica Belgica
713,Acta Urologica Italica,130,Acta Urologica Italica
714,Acta Veterinaria,6,others
715,Acta Veterinaria Brno,14,Acta Veterinaria Brno
716,Acta Veterinaria Hungarica,11,Acta Veterinaria Hungarica
717,Acta Veterinaria Scandinavica,7,others
718,Acta Virologica,17,Acta Virologica
719,Acta Vitaminologica et Enzymologica,149,Acta Vitaminologica et Enzymologica
720,Acta Vulnologica,2,others
721,Acta Zoologica,93,Acta Zoologica
722,Acta Zoologica Academiae Scientiarum Hungaricae,4,others
723,Acta Zoologica Bulgarica,2,others
724,Acta Zoologica Fennica,2,others
725,Acta anthropogenetica,1,others
726,Acta bio-medica : Atenei Parmensis,15,Acta bio-medica : Atenei Parmensis
727,Acta bio-medica de L'Ateneo parmense : organo della Società di medicina e scienze naturali di Parma,143,Acta bio-medica de L'Ateneo parmense : organo della Società di medicina e scienze naturali di Parma
728,Acta biochimica Polonica,5,others
729,Acta biologica Hungarica,7,others
730,Acta cardiologica,16,Acta cardiologica
731,Acta chirurgica Belgica,6,others
732,Acta chirurgica Hungarica,2,others
733,Acta chirurgica Iugoslavica,2,others
734,"Acta crystallographica. Section C, Crystal structure communications",7,others
735,Acta cytologica,1,others
736,Acta dermato-venereologica,5,others
737,Acta dermatovenerologica Croatica : ADC,1,others
738,Acta diabetologia latina,44,Acta diabetologia latina
739,Acta geneticae medicae et gemellologiae,4,others
740,Acta histochemica. Supplementband,2,others
741,Acta historica Leopoldina,1,others
742,Acta medica Austriaca,2,others
743,Acta medica Croatica : casopis Hravatske akademije medicinskih znanosti,2,others
744,Acta medica Iugoslavica,1,others
745,Acta medicinae legalis et socialis,2,others
746,Acta medico-historica adriatica : AMHA,1,others
747,Acta microbiologica Hungarica,3,others
748,Acta microbiologica et immunologica Hungarica,1,others
749,Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology,1,others
750,Acta neurochirurgica,1,others
751,Acta neurochirurgica. Supplement,10,others
752,Acta neurochirurgica. Supplementum,26,Acta neurochirurgica. Supplementum
753,Acta neurologica,88,Acta neurologica
754,Acta neurologica Belgica,10,others
755,Acta neuropathologica communications,4,others
756,Acta of Bioengineering and Biomechanics,14,Acta of Bioengineering and Biomechanics
757,Acta ophthalmologica Scandinavica. Supplement,1,others
758,Acta orthopaedica Belgica,1,others
759,Acta oto-rhino-laryngologica Belgica,13,Acta oto-rhino-laryngologica Belgica
760,Acta oto-rhino-laryngologica belgica,2,others
761,Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale,3,others
762,Acta otorhinolaryngologica Italica : organo ufficiale della Società italiana di otorinolaringologia e chirurgia cervico-facciale,498,Acta otorhinolaryngologica Italica : organo ufficiale della Società italiana di otorinolaringologia e chirurgia cervico-facciale
763,Acta otorhinolaryngologica Italica : organo ufficiale della Società italiana di otorinolaringologia e chirurgia cervico-facciale.,2,others
764,Acta otorrinolaringológica española,3,others
765,"Acta paediatrica (Oslo, Norway : 1992)",1,others
766,Acta paediatrica Hungarica,2,others
767,Acta paedopsychiatrica,1,others
768,Acta physiologica Hungarica,8,others
769,Acta physiologica et pharmacologica Bulgarica,2,others
770,"Acta physiologica, pharmacologica et therapeutica latinoamericana : órgano de la Asociación Latinoamericana de Ciencias Fisiológicas y [de] la Asociación Latinoamericana de Farmacología",1,others
771,Acta psychiatrica Belgica,1,others
772,Acta psychologica,5,others
773,Acta radiologica. Supplementum,1,others
774,Acta stomatologica Belgica,6,others
775,Acta urologica Belgica,12,Acta urologica Belgica
776,Acta veterinaria Scandinavica,3,others
777,Acta virologica,2,others
778,Actas Dermo-Sifiliograficas,3,others
779,Actas Luso-Espanolas de Neurologia Psiquiatria y Ciencias Afines,1,others
780,Actas Urologicas Espanolas,9,others
781,Actas urologicas españolas,1,others
782,Active and Passive Electronic Components,10,others
783,Activitas Nervosa Superior,4,others
784,Activitas Nervosa Superior Rediviva,8,others
785,Actual Problems of Economics,2,others
786,Actualite Chimique,4,others
787,Acumen Publishing Limited,3,others
788,Acupuncture and Electro-Therapeutics Research,8,others
789,Acupuncture in Medicine,4,others
790,Acustica,8,others
791,Acute Cardiac Care,15,Acute Cardiac Care
792,Acute Care,1,others
793,Acute Medicine,1,others
794,Ad Hoc Networks,78,Ad Hoc Networks
795,Ada User Journal,3,others
796,Ada-Europe,4,others
797,Adam Mickiewicz University Press,58,Adam Mickiewicz University Press
798,"Adam Mickiewicz University, Faculty of Philosophy",2,others
799,"Adam Mickiewicz University,Institute of Applied Linguistics",5,others
800,Adaptive Behavior,11,Adaptive Behavior
801,Adcotec Ltd.,16,Adcotec Ltd.
802,Addiction,25,Addiction
803,Addiction Biology,34,Addiction Biology
804,Addiction Research and Theory,1,others
805,Addictive Behaviors,13,Addictive Behaviors
806,Addictive Disorders and their Treatment,5,others
807,Additive Manufacturing,1,others
808,Addleton Academic Publishers,28,Addleton Academic Publishers
809,Adenine Press,35,Adenine Press
810,Adis,898,Adis
811,Adis International Ltd,101,Adis International Ltd
812,Administratie si Management Public,2,others
813,Administration & Society,1,others
814,Administration and Society,2,others
815,Administrative Science Quarterly,1,others
816,Adolescence,10,others
817,Adolescent Medicine: State of the Art Reviews,1,others
818,Adolescent and Pediatric Gynecology,4,others
819,Adolf M. Hakkert,126,Adolf M. Hakkert
820,Adonis and Abbey Publishers Ltd,3,others
821,Adsorption,4,others
822,Adsorption Science and Technology,13,Adsorption Science and Technology
823,Advanced Cement Based Materials,1,others
824,Advanced Composite Materials,3,others
825,Advanced Composite Materials: The Official Journal of the Japan Society of Composite Materials,1,others
826,Advanced Drug Delivery Reviews,1,others
827,Advanced Electromagnetics,17,Advanced Electromagnetics
828,Advanced Energy Materials,6,others
829,Advanced Engineering Informatics,11,Advanced Engineering Informatics
830,Advanced Engineering Materials,44,Advanced Engineering Materials
831,Advanced Functional Materials,158,Advanced Functional Materials
832,Advanced Funtional Materials,1,others
833,Advanced Healthcare Materials,3,others
834,Advanced Institute of Convergence Information Technology,3,others
835,Advanced Manufacturing Processes,1,others
836,Advanced Materials,245,Advanced Materials
837,Advanced Materials Interfaces,2,others
838,Advanced Materials Letters,3,others
839,Advanced Materials Research,4,others
840,Advanced Materials for Optics and Electronics,4,others
841,Advanced Nonlinear Studies,204,Advanced Nonlinear Studies
842,Advanced Optical Materials,13,Advanced Optical Materials
843,Advanced Performance Materials,1,others
844,Advanced Powder Technology,4,others
845,Advanced Research Journals,2,others
846,Advanced Robotics,39,Advanced Robotics
847,Advanced Science Letters,21,Advanced Science Letters
848,Advanced Scientific Research,1,others
849,Advanced Series in Management,1,others
850,Advanced Steel Construction,19,Advanced Steel Construction
851,Advanced Structured Materials,16,Advanced Structured Materials
852,Advanced Studies in Theoretical Physics,18,Advanced Studies in Theoretical Physics
